# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  7 13:30:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_metratio,st_lum,rastr,ra,decstr,dec
DMPP-2 b,DMPP-2,5.20720000,0.066400,14.300,138.89171,0.078000,,1000,F5 V,6500.00,1.78,,0.104,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985
DMPP-3 A b,DMPP-3 A,6.67320000,0.066200,1.410,2.58000,0.140000,,854,K0 V,5138.00,0.91,[Fe/H],-0.293,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648
DMPP-4 b,DMPP-4,3.49820000,0.048530,3.530,12.20000,0.063000,,,F5-F8 V,6400.00,1.38,[Fe/H],0.459,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069
DP Leo b,DP Leo,10220.00000000,8.190000,12.700,1995.88832,0.390000,,,,13500.00,0.01,,-2.400,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717
DS Tuc A b,DS Tuc A,8.13826800,,5.700,413.17900,0.000000,115.83,850,G6 V,5428.00,0.96,,-0.140,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430
EPIC 201170410.02,EPIC 201170410,6.79870000,0.034900,1.047,1.15000,0.000000,,,,3648.00,0.28,[Fe/H],-1.900,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039
EPIC 201238110 b,EPIC 201238110,28.16560000,,1.870,4.16000,,,,,3587.00,0.37,,-1.508,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613
EPIC 201427007 b,EPIC 201427007,0.72091000,,1.500,2.86000,,,,,5633.00,0.94,[Fe/H],-0.049,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886
EPIC 201497682 b,EPIC 201497682,2.13174000,,0.692,0.26000,,,,,4991.00,0.55,[M/H],-0.766,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606
EPIC 201595106 b,EPIC 201595106,0.87721400,,1.300,2.24000,,,1874,,5820.00,0.93,[Fe/H],-0.026,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688
EPIC 201615463 c,K2-166,3.80464000,,1.220,1.98000,,,,,5942.50,1.60,[M/H],0.458,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788
EPIC 201754305 d,K2-16,2.71578000,,1.030,1.08000,,,,K3 V,4761.00,0.54,[Fe/H],-0.761,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
EPIC 201757695.02,EPIC 201757695,2.04780000,0.029600,0.908,0.68800,0.000000,,,,4520.00,0.66,[Fe/H],-0.364,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303
EPIC 201833600 c,K2-50,3.96151000,,1.000,0.97200,,,,,4292.67,0.63,[M/H],-0.874,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890
EPIC 201841433 b,EPIC 201841433,4.16980000,0.035000,1.040,1.12000,,,,,5053.00,0.63,[Fe/H],-0.635,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146
EPIC 205950854 c,K2-168,8.05072200,,1.310,2.27000,,,961,,5502.70,0.83,[Fe/H],-0.176,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
EPIC 206024342 b,EPIC 206024342,4.50756000,,1.700,3.53000,,,,,5724.00,0.82,[Fe/H],-0.170,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 c,EPIC 206024342,0.91172400,,1.400,2.54000,,,,,5724.00,1.10,[Fe/H],-0.170,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 d,EPIC 206024342,14.64753100,,2.600,7.27000,,,,,5724.00,1.10,[Fe/H],-0.170,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206032309 b,EPIC 206032309,2.87814000,,1.010,1.01000,,,,,3489.00,0.37,,-1.730,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223
EPIC 206042996 b,EPIC 206042996,5.29860000,,1.700,3.53000,,,,,4114.00,0.50,[Fe/H],-0.980,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475
EPIC 206042996 c,EPIC 206042996,0.35488400,,1.200,1.87000,,,,,4114.00,0.50,[Fe/H],-0.980,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475
EPIC 206215704 b,EPIC 206215704,2.25543600,,1.000,0.97200,,,,,3297.00,0.25,[Fe/H],-2.088,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112
EPIC 206317286 b,EPIC 206317286,1.58252000,,0.960,0.84000,,,,,4864.00,0.67,[Fe/H],-0.593,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560
EPIC 206317286 c,EPIC 206317286,17.51547200,,2.094,5.03000,,,,,4752.00,0.76,[Fe/H],-0.593,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560
EPIC 211822797 b,EPIC 211822797,21.17019630,0.119500,1.920,4.35000,0.060000,3.50,431,M0,4057.00,0.58,[Fe/H],-1.153,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744
EPIC 211945201 b,EPIC 211945201,19.49221000,0.149300,5.760,27.00000,0.000000,31.91,817,G0,6069.00,1.39,[Fe/H],0.373,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 212297394 b,EPIC 212297394,2.28936300,,1.480,2.79000,,,1149,,5171.00,0.80,[Fe/H],-0.505,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985
EPIC 212297394 c,EPIC 212297394,5.21396500,,2.270,5.77000,,,866,,5171.00,0.80,[Fe/H],-0.467,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985
EPIC 212424622 b,EPIC 212424622,18.09830000,,2.170,5.35000,,,,,5782.33,1.22,,0.179,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358
EPIC 212499991 b,EPIC 212499991,34.88500000,,1.600,3.19000,,,,,4982.79,0.76,,-0.497,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749
EPIC 212587672 b,EPIC 212587672,15.28078000,,1.260,2.13000,,,756,,6004.00,0.98,[Fe/H],0.006,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 c,EPIC 212587672,23.22855500,,2.320,5.99000,,,658,,6004.00,0.98,[Fe/H],0.038,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212624936 b,EPIC 212624936,0.57865700,,1.200,1.87000,,,,,5765.00,0.93,[Fe/H],-0.124,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852
EPIC 212624936 c,EPIC 212624936,11.81143700,,2.300,5.90000,,,,,5765.00,0.93,[Fe/H],-0.124,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852
EPIC 212737443 b,EPIC 212737443,13.60300000,0.098000,2.586,7.20000,0.200000,,536,K3,4684.00,0.67,[Fe/H],-0.751,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
EPIC 212737443 c,EPIC 212737443,65.55000000,0.280000,2.690,7.70000,0.200000,,316,K3,4684.00,0.67,[Fe/H],-0.804,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
EPIC 220492298 b,EPIC 220492298,0.76240600,,0.990,0.93700,,,,,5620.00,0.89,[Fe/H],-0.009,01h07m02.76s,16.7615005,+06d35m19.67s,6.5887980
EPIC 220554210 c,K2-282,0.70531000,,1.600,3.19000,,,,,5499.00,1.00,[Fe/H],-0.215,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914
EPIC 220674823 b,EPIC 220674823,0.57129200,0.013260,1.725,8.21000,0.000000,4670.00,2300,G5 V,5532.00,0.99,[Fe/H],-0.119,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,EPIC 220674823,13.33970000,0.108300,2.836,8.90000,0.130000,70.00,805,G5 V,5532.00,0.99,[Fe/H],-0.119,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 228836835 b,EPIC 228836835,0.72811300,,1.100,1.37000,,,932,,3782.00,0.32,[Fe/H],-1.612,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247
EPIC 229004835 b,EPIC 229004835,16.14113200,0.123700,2.332,10.40000,0.230000,69.70,804,,5868.00,1.00,[Fe/H],0.030,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214
EPIC 246851721 b,EPIC 246851721,6.18023500,0.072290,11.781,953.49000,,642.00,1401,F5 V,6202.00,1.59,[Fe/H],0.526,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991
EPIC 248847494 b,EPIC 248847494,3650.00000000,4.500000,12.442,4131.79000,0.000000,0.19,183,,4898.00,2.70,[Fe/H],0.548,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484
EPIC 249893012 b,EPIC 249893012,3.59510000,0.047000,1.950,8.75000,0.060000,1037.00,1616,G8 IV/V,5430.00,1.71,[Fe/H],0.356,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474
EPIC 249893012 c,EPIC 249893012,15.62400000,0.130000,3.670,14.67000,0.070000,160.00,990,G8 IV/V,5430.00,1.71,[Fe/H],0.356,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474
EPIC 249893012 d,EPIC 249893012,35.74700000,0.220000,3.940,10.18000,0.150000,53.00,752,G8 IV/V,5430.00,1.71,[Fe/H],0.356,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474
FU Tau b,FU Tau,,800.000000,12.200,5085.28000,,,2375,M7.25,2838.00,,,-0.699,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711
G 264-012 b,G 264-012,2.30538000,0.022790,1.390,2.50000,,20.50,587,M4.0 V,3326.00,0.30,[Fe/H],-1.972,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480
G 264-012 c,G 264-012,8.05180000,0.052500,1.760,3.75000,,3.87,387,M4.0 V,3326.00,0.30,[Fe/H],-1.972,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480
G 9-40 b,G 9-40,5.74600700,0.038500,2.025,11.70000,0.000000,7.20,456,M2.5 V,3348.00,0.31,[Fe/H],-1.971,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961
GJ 1002 b,GJ 1002,10.34650000,0.045700,1.030,1.08000,,0.67,231,M5.5 V,3024.00,0.14,[Fe/H],-2.852,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123
GJ 1002 c,GJ 1002,21.20200000,0.073800,1.100,1.36000,,0.26,182,M5.5 V,3024.00,0.14,[Fe/H],-2.852,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123
GJ 1061 b,GJ 1061,3.20400000,0.021000,1.100,1.37000,0.310000,3.80,,M5.5 V,2953.00,0.16,[Fe/H],-2.770,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104
GJ 1061 c,GJ 1061,6.68900000,0.035000,1.180,1.74000,0.290000,1.40,,M5.5 V,2953.00,0.16,[Fe/H],-2.770,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104
GJ 1061 d,GJ 1061,13.03100000,0.054000,1.160,1.64000,0.530000,0.60,,M5.5 V,2953.00,0.16,[Fe/H],-2.770,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104
GJ 1132 b,GJ 1132,1.62893100,0.015300,1.130,1.66000,0.220000,20.96,529,M4.5 V,3270.00,0.21,[Fe/H],-2.359,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1132 c,GJ 1132,8.92900000,0.047600,1.430,2.64000,0.270000,,300,M4.5 V,3270.00,0.21,[Fe/H],-2.359,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1148 b,GJ 1148,41.38000000,0.166000,11.900,96.70000,0.380000,,,M5,3287.00,0.36,[Fe/H],-1.869,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862
GJ 1148 c,GJ 1148,532.58000000,0.912000,9.710,68.06000,0.342000,,,M5,3287.00,0.36,[Fe/H],-1.869,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862
GJ 1151 c,GJ 1151,389.70000000,0.571400,3.250,10.62000,,,,M 4.5V,3280.00,0.18,[Fe/H],-2.480,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334
GJ 1214 b,GJ 1214,1.58040433,0.014900,2.742,8.17000,0.063000,21.00,596,M4 V,3250.00,0.21,[Fe/H],-2.337,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1252 b,GJ 1252,0.51823310,0.009150,1.193,1.32000,0.000000,233.00,1089,M3,3458.00,0.39,[Fe/H],-1.708,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865
GJ 1265 b,GJ 1265,3.65110000,0.026000,2.630,7.40000,0.040000,,,M4.5 V,3236.00,0.19,[Fe/H],-2.439,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623
GJ 143 b,GJ 143,35.61253000,0.191500,2.610,22.70000,0.188000,10.86,422,K4.5,4640.00,0.70,[Fe/H],-0.686,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660
GJ 15 A b,GJ 15 A,11.44070000,0.072000,1.550,3.03000,0.094000,,550,M1,3607.00,0.38,[Fe/H],-1.655,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296
GJ 15 A c,GJ 15 A,7600.00000000,5.400000,6.670,36.00000,0.270000,,,M1,3607.00,0.38,[Fe/H],-1.655,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296
GJ 160.2 b,GJ 160.2,5.23540000,0.053000,3.170,10.20000,0.060000,,,M0 V,4347.00,0.66,,-0.796,04h06m34.90s,61.6454173,-20d51m23.30s,-20.8564724
GJ 163 b,GJ 163,8.63182000,0.060700,3.250,10.60000,0.073000,,,M,3500.00,0.41,[Fe/H],-1.708,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768
GJ 163 c,GJ 163,25.63058000,0.125400,2.500,6.80000,0.099000,,,M,3500.00,0.41,[Fe/H],-1.708,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768
GJ 163 d,GJ 163,603.95116000,1.030400,5.920,29.40000,0.373000,,,M,3500.00,0.41,[Fe/H],-1.708,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768
GJ 179 b,GJ 179,2288.00000000,2.410000,13.800,301.93699,0.210000,,,M3.5 V,3370.00,0.38,[Fe/H],-1.796,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347
GJ 180 b,GJ 180,17.13300000,0.092000,2.430,6.49000,0.070000,,,M2 V,3371.00,0.41,,-1.886,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940
GJ 180 c,GJ 180,24.32900000,0.129000,2.410,6.40000,0.090000,,,M2 V,3371.00,0.41,,-1.886,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940
GJ 180 d,GJ 180,106.30000000,0.309000,2.660,7.56000,0.140000,,,M3,3811.50,0.41,,-1.609,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940
GJ 2030 b,GJ 2030,2.38129000,0.034000,2.030,4.76743,0.239000,,,,5485.00,2.24,[M/H],0.612,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429
GJ 2030 c,GJ 2030,25533.11353000,16.761000,12.300,4069.15709,0.041000,,,,5485.00,2.24,[M/H],0.612,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429
GJ 2056 b,GJ 2056,69.97100000,0.283000,4.170,16.20000,0.720000,,,M0V:,4069.95,0.71,,-0.905,07h12m04.68s,108.0194945,-24d53m31.56s,-24.8921008
GJ 229 A c,GJ 229,121.93268000,0.384000,2.870,8.58137,0.366000,,,M1.5V,3912.54,0.46,,-1.222,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233
GJ 229 b,GJ 229,579.47495000,1.086000,3.970,14.93794,0.404000,,,M1/M2 V,3564.00,0.46,,-1.553,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233
GJ 251 b,GJ 251,14.23800000,0.081800,1.830,4.00000,0.100000,2.53,351,M3.0 V,3451.00,0.36,[Fe/H],-1.772,06h54m48.06s,103.7002499,+33d15m59.27s,33.2664632
GJ 27.1 b,GJ 27.1,15.81900000,0.101000,3.660,13.00000,0.080000,,,M0.5 V,3542.00,0.52,,-1.585,00h39m59.52s,9.9980016,-44d15m15.00s,-44.2541679
GJ 273 b,GJ 273,18.64980000,0.091101,1.510,2.89000,0.100000,1.06,,M3.5,3382.00,0.29,[Fe/H],-2.056,07h27m24.50s,111.8520910,+05d13m32.91s,5.2258070
GJ 273 c,GJ 273,4.72340000,0.036467,1.060,1.18000,0.170000,6.66,,M3.5,3382.00,0.29,[Fe/H],-2.056,07h27m24.50s,111.8520910,+05d13m32.91s,5.2258070
GJ 3021 b,GJ 3021,133.71000000,0.490000,13.100,1071.04000,0.511000,,350,G6 V,5540.00,0.90,[Fe/H],-0.180,00h16m15.22s,4.0634323,-79d51m05.12s,-79.8514218
GJ 3082 b,GJ 3082,11.94900000,0.079000,2.790,8.20000,0.220000,,,M4,3910.00,0.47,,-1.463,01h14m34.38s,18.6432425,-53d56m26.79s,-53.9407751
GJ 3090 b,GJ 3090,2.85310540,0.031650,2.130,3.34000,0.320000,23.04,693,M2 V,3556.00,0.52,[Fe/H],-1.342,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234
GJ 3138 b,GJ 3138,1.22003000,0.019700,1.180,1.78000,0.190000,118.10,,M0,3717.00,0.50,[Fe/H],-1.347,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495
GJ 3138 c,GJ 3138,5.97400000,0.057000,1.880,4.18000,0.110000,13.90,,M0,3717.00,0.50,[Fe/H],-1.347,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495
GJ 3138 d,GJ 3138,257.80000000,0.698000,3.230,10.50000,0.320000,0.10,,M0,3717.00,0.50,[Fe/H],-1.347,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495
GJ 317 b,GJ 317,695.66000000,1.151000,13.300,794.50000,0.070000,,,M2.5 V,3492.73,0.43,[Fe/H],-1.687,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 317 c,GJ 317,6739.32300000,5.230000,13.500,522.50000,0.170000,,,M2.5 V,3492.73,0.43,[Fe/H],-1.687,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 3222 b,GJ 3222,10.66669000,0.091000,3.400,11.44182,0.929000,,,K0V,5257.46,0.93,[M/H],-0.252,03h23m35.34s,50.8972464,-40d04m34.44s,-40.0762325
GJ 328 b,GJ 328,3771.00000000,4.110000,13.300,797.74930,0.227000,,,M0.0,3897.00,0.65,[Fe/H],-1.080,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011
GJ 328 c,GJ 328,241.80000000,0.657000,4.910,21.40000,,,,M0.0,3897.00,0.65,[Fe/H],-1.080,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011
GJ 3293 b,GJ 3293,30.59870000,0.143390,5.190,23.54000,0.060000,1.07,,M2.5,3466.00,0.40,[Fe/H],-1.658,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3293 c,GJ 3293,122.61960000,0.361750,4.870,21.09000,0.110000,0.17,,M2.5,3466.00,0.40,[Fe/H],-1.658,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3293 d,GJ 3293,48.13450000,0.193940,2.670,7.60000,0.120000,0.59,,M2.5,3466.00,0.40,[Fe/H],-1.658,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3293 e,GJ 3293,13.25430000,0.082080,1.630,3.28000,0.210000,3.34,,M2.5,3466.00,0.40,[Fe/H],-1.658,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3323 b,GJ 3323,5.36360000,0.032820,1.230,2.02000,0.230000,2.58,,M4,3159.00,0.12,[Fe/H],-2.569,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133
GJ 3323 c,GJ 3323,40.54000000,0.126400,1.320,2.31000,0.170000,0.17,,M4,3159.00,0.12,[Fe/H],-2.569,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133
GJ 3341 b,GJ 3341,14.20700000,0.089000,2.460,6.60000,0.310000,,,M2.5,3526.00,0.44,[Fe/H],-1.538,05h15m47.31s,78.9471415,-31d17m41.44s,-31.2948458
GJ 338 B b,GJ 338 B,24.42200000,0.142000,3.250,10.60000,0.109000,,391,M0 V,4014.00,0.58,[Fe/H],-1.101,09h14m22.00s,138.5916722,+52d41m00.68s,52.6835211
GJ 3470 b,GJ 3470,3.33664960,0.035500,4.570,13.90000,0.017000,40.58,594,M1.5,3600.00,0.55,[Fe/H],-1.538,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3473 b,GJ 3473,1.19800350,0.015890,1.264,1.86000,0.000000,59.40,773,M4,3347.00,0.36,[Fe/H],-1.824,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629
GJ 3473 c,GJ 3473,15.50900000,0.087600,2.630,7.41000,0.000000,1.95,329,M4,3347.00,0.36,[Fe/H],-1.824,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629
GJ 3512 b,GJ 3512,203.69000000,0.337000,14.300,146.20107,0.440000,,,M5.5 V,3081.00,0.14,[Fe/H],-2.804,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364
GJ 3512 c,GJ 3512,1599.60000000,1.292000,9.320,63.56568,0.018300,,,M5.5 V,3081.00,0.14,[Fe/H],-2.804,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364
GJ 357 b,GJ 357,3.93060000,0.036000,1.200,1.84000,,12.60,518,M2.5 V,3505.00,0.34,[Fe/H],-1.798,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 357 c,GJ 357,9.12470000,0.061000,1.660,3.40000,,4.45,401,M2.5 V,3505.00,0.34,[Fe/H],-1.798,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 357 d,GJ 357,55.66100000,0.204000,2.340,6.10000,,0.38,220,M2.5 V,3505.00,0.34,[Fe/H],-1.798,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 3634 b,GJ 3634,2.64561000,0.028700,2.830,8.40000,0.080000,,,M2.5,3517.00,0.43,,-1.699,10h58m34.40s,164.6433493,-31d08m39.62s,-31.1443383
GJ 367 b,GJ 367,0.32192250,0.007090,0.699,0.63300,0.060000,579.00,1365,M1.0 V,3522.00,0.46,[Fe/H],-1.539,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165
GJ 367 c,GJ 367,11.53010000,,1.860,4.13000,0.090000,,,M1.0 V,3522.00,0.46,[Fe/H],-1.539,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165
GJ 367 d,GJ 367,34.36900000,,2.330,6.03000,0.140000,,,M1.0 V,3522.00,0.46,[Fe/H],-1.539,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165
GJ 3779 b,GJ 3779,3.02320000,0.026000,2.750,8.00000,0.070000,,,M4.0 V,3324.00,0.28,[Fe/H],-2.062,13h22m56.05s,200.7335358,+24d27m50.19s,24.4639425
GJ 3929 b,GJ 3929,2.61623500,0.025200,1.090,1.75000,0.000000,17.30,568,M3.5 V,3384.00,0.32,[Fe/H],-1.963,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141
GJ 3929 c,GJ 3929,15.04000000,0.081000,2.260,5.71000,0.000000,1.68,317,M3.5 V,3384.00,0.32,[Fe/H],-1.963,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141
GJ 393 b,GJ 393,7.02679000,0.054020,1.170,1.71000,,9.21,485,M2.0 V,3579.00,0.43,[Fe/H],-1.571,10h28m54.93s,157.2288672,+00d50m16.25s,0.8378485
GJ 3942 b,GJ 3942,6.90500000,0.060800,2.570,7.14000,0.121000,,590,M0,3867.00,0.61,[Fe/H],-1.120,16h09m03.49s,242.2645452,+52d56m38.92s,52.9441443
GJ 3988 b,GJ 3988,6.94420000,0.040500,1.740,3.69000,0.000000,2.45,348,M4.5 V,3273.00,0.20,[Fe/H],-2.395,17h03m24.09s,255.8503747,+51d24m32.33s,51.4089795
GJ 3998 b,GJ 3998,2.64977000,0.029000,1.380,2.47000,0.000000,,,M1,3722.00,0.49,[Fe/H],-1.387,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751
GJ 3998 c,GJ 3998,13.74000000,0.089000,2.380,6.26000,0.049000,,,M1,3722.00,0.49,[Fe/H],-1.387,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751
GJ 411 b,GJ 411,12.93940000,0.078790,1.450,2.69000,0.063000,3.13,350,M1.5 V,3719.00,0.37,[Fe/H],-1.710,11h03m20.27s,165.8344710,+35d58m20.34s,35.9723170
GJ 414 A b,GJ 414 A,50.80000000,0.232400,2.630,7.60000,0.450000,,309,K7 V,4120.00,0.68,[Fe/H],-0.924,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688
GJ 414 A c,GJ 414 A,749.83000000,1.400000,8.400,53.83000,0.105000,,125,K7 V,4120.00,0.68,[Fe/H],-0.924,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688
GJ 422 b,GJ 422,20.12900000,0.111000,3.330,11.07000,0.110000,,,M3.5 V,3323.00,0.37,,-1.959,11h15m55.45s,168.9810458,-57d32m33.23s,-57.5425629
GJ 4276 b,GJ 4276,13.35200000,0.082000,4.220,16.57000,0.370000,,,M4.0,3387.00,0.41,[Fe/H],-1.706,22h25m17.31s,336.3221454,+59d24m45.01s,59.4125030
GJ 433 b,GJ 433,7.37050000,0.062000,2.330,6.04300,0.040000,,,M1.5 V,3461.00,0.50,[Fe/H],-1.699,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302
GJ 433 c,GJ 433,5094.10500000,4.819000,6.270,32.42200,0.120000,,,M1.5 V,3472.00,0.47,[Fe/H],-1.699,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302
GJ 433 d,GJ 433,36.05900000,0.178000,2.140,5.22300,0.070000,,,M2V,3461.00,0.47,[Fe/H],-1.475,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302
GJ 436 b,GJ 436,2.64388312,0.029100,4.170,22.10000,0.138270,29.43,686,M2.5 V,3586.11,0.46,[Fe/H],-1.585,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669
GJ 463 b,GJ 463,3448.00000000,3.530000,13.000,1144.18227,0.090000,,,M3 V,3540.00,0.49,,-1.523,12h22m58.57s,185.7440496,+64d01m56.75s,64.0324311
GJ 480 b,GJ 480,9.56700000,0.068000,3.690,13.20000,0.100000,,,M3.5 Ve,3381.00,0.46,,-1.612,12h38m51.22s,189.7134226,+11d41m42.25s,11.6950708
